DB	ID	ID_REPET	TE_LEN	FAMILY	CHR	START	END	STRAND	LEN_DIFF	INTERSECT	INTERACT	TYPE_INTERACT	NMERGE
FLYBASE	FBti0062097	.	30	TART-B	3R	14491496	14491526	+	-1	0	0	-	0
FLYBASE	FBti0062073	.	43	INE-1	3R	14565185	14565228	-	-1	0	0	-	0
BOTH	FBti0062101	ISO1_1098_INE-1	42	INE-1	3R	14656281	14656323	+	156	42	1	N	0
REPET	ISO1_1099_Kepler	.	102	Kepler	3R	14690787	14690889	+	-1	0	0	-	0
BOTH	FBti0062104	ISO1_1100_INE-1	68	INE-1	3R	14706982	14707050	-	131	68	1	N	0
REPET	ISO1_1101_Kepler	.	179	Kepler	3R	14898440	14898619	-	-1	0	0	-	0
FLYBASE	FBti0062141	.	28	INE-1	3R	14927105	14927133	+	-1	0	0	-	0
REPET	ISO1_1102_INE-1	.	118	INE-1	3R	14933813	14933931	+	-1	0	0	-	0
BOTH	FBti0019377	ISO1_1103_Doc	3700	Doc	3R	15041483	15045183	-	2	3700	1	N	0
BOTH	FBti0019378	ISO1_1104_BS	128	BS	3R	15059337	15059465	+	0	128	1	N	0
BOTH	FBti0019379	ISO1_1105_pogo	185	pogo	3R	15079861	15080046	+	1	185	1	N	0
BOTH	FBti0019380	ISO1_1106_412	7197	412	3R	15102553	15109750	-	9	7197	1	N	0
BOTH	FBti0019381	ISO1_1107_Doc6	2994	Doc6	3R	15132112	15135106	-	1	2993	1	N	0
REPET	ISO1_1108_Ivk	.	103	Ivk	3R	15138949	15139052	+	-1	0	0	-	0
REPET	ISO1_1109_gypsy7	.	144	gypsy7	3R	15139411	15139555	-	-1	0	0	-	0
FLYBASE	FBti0062170	.	140	Burdock	3R	15139418	15139558	-	-1	137	1	Y	0
BOTH	FBti0062193	ISO1_1110_Tc1-2	277	Tc1-2	3R	15139566	15139843	+	3	277	1	N	0
BOTH	FBti0019382	ISO1_1111_F-element	4694	F-element	3R	15162609	15167303	-	0	4694	1	N	0
REPET	ISO1_1112_NOF	.	120	NOF	3R	15309079	15309199	-	-1	0	0	-	0
BOTH	FBti0019383	ISO1_1113_412	7464	412	3R	15601219	15608683	-	6	7464	1	N	0
BOTH	FBti0019384	ISO1_1114_blood	7416	blood	3R	15618786	15626202	+	0	7416	1	N	0
BOTH	FBti0019385	ISO1_1115_F-element	4695	F-element	3R	15735257	15739952	-	1	4694	1	N	0
BOTH	FBti0063773	ISO1_1116_INE-1	148	INE-1	3R	15771099	15771247	-	26	148	1	N	0
REPET	ISO1_1117_Kepler	.	278	Kepler	3R	15810135	15810413	-	-1	0	0	-	0
BOTH	FBti0063774	ISO1_1118_INE-1	317	INE-1	3R	15871761	15872078	-	33	317	1	N	0
FLYBASE	FBti0062243	.	98	G5	3R	16004315	16004413	-	-1	0	0	-	0
BOTH	FBti0062242	ISO1_1119_BS	101	BS	3R	16041234	16041335	-	0	101	1	N	0
BOTH	FBti0019386	ISO1_1120_Invader4	346	Invader4	3R	16189464	16189810	-	0	346	1	N	0
REPET	ISO1_1121_roo	.	115	roo	3R	16307522	16307637	-	-1	0	0	-	0
FLYBASE	FBti0062244	.	41	INE-1	3R	16329688	16329729	+	-1	0	0	-	0
BOTH	FBti0063778	ISO1_1122_INE-1	125	INE-1	3R	16655790	16655915	+	18	125	1	N	0
BOTH	FBti0019387	ISO1_1123_diver	6132	diver	3R	16756375	16762507	-	4	6132	1	N	0
FLYBASE	FBti0063801	.	33	gypsy4	3R	16968680	16968713	+	-1	0	0	-	0
BOTH	FBti0063800	ISO1_1124_Cr1a	280	Cr1a	3R	16992036	16992316	-	0	280	1	N	0
BOTH	FBti0063802	ISO1_1125_INE-1	49	INE-1	3R	17120915	17120964	-	263	49	1	N	0
BOTH	FBti0019388	ISO1_1126_BS	362	BS	3R	17294727	17295089	+	0	362	1	N	0
REPET	ISO1_1127_INE-1	.	168	INE-1	3R	17302055	17302223	-	-1	0	0	-	0
BOTH	FBti0019389	ISO1_1128_F-element	1491	F-element	3R	17346744	17348235	-	0	1491	1	N	0
BOTH	FBti0019390	ISO1_1129_412	7490	412	3R	17509276	17516766	+	8	7490	1	N	0
REPET	ISO1_1130_Kepler	.	117	Kepler	3R	17573750	17573867	+	-1	0	0	-	0
BOTH	FBti0019391	ISO1_1131_blood	7408	blood	3R	17575386	17582794	+	9	7408	1	N	0
BOTH	FBti0019392	ISO1_1132_F-element	362	F-element	3R	17591356	17591718	+	0	362	1	N	0
BOTH	FBti0019393	ISO1_1133_roo	433	roo	3R	17638367	17638800	+	2	431	1	N	0
BOTH	FBti0062793	ISO1_1134_INE-1	136	INE-1	3R	17645881	17646017	-	14	120	1	N	0
REPET	ISO1_1135_INE-1	.	115	INE-1	3R	17657656	17657771	+	-1	0	0	-	0
FLYBASE	FBti0062811	.	22	INE-1	3R	17733316	17733338	-	-1	0	0	-	0
REPET	ISO1_1136_INE-1	.	138	INE-1	3R	17743349	17743487	-	-1	0	0	-	0
BOTH	FBti0019394	ISO1_1137_roo	427	roo	3R	17763218	17763645	-	0	427	1	N	0
FLYBASE	FBti0062823	.	70	INE-1	3R	17801635	17801705	-	-1	0	0	-	0
BOTH	FBti0062824	ISO1_1138_INE-1	145	INE-1	3R	17837845	17837990	+	30	144	1	N	0
REPET	ISO1_1139_NewFam06	.	389	NewFam06	3R	17882275	17882664	+	-1	0	0	-	0
BOTH	FBti0019395	ISO1_1140_H	1405	H	3R	17925911	17927316	-	9	1405	1	N	0
BOTH	FBti0019396	ISO1_1141_Nomad	7616	Nomad	3R	18032832	18040448	+	17	7616	1	N	0
BOTH	FBti0019397	ISO1_1142_F-element	1498	F-element	3R	18061647	18063145	-	0	1498	1	N	0
BOTH	FBti0062882	ISO1_1143_INE-1	135	INE-1	3R	18084422	18084557	+	40	135	1	N	0
FLYBASE	FBti0062885	.	28	INE-1	3R	18138914	18138942	+	-1	0	0	-	0
FLYBASE	FBti0062914	.	195	HMS-Beagle	3R	18196700	18196895	-	-1	0	0	-	0
REPET	ISO1_1144_INE-1	.	104	INE-1	3R	18205548	18205652	+	-1	0	0	-	0
BOTH	FBti0062887	ISO1_1145_INE-1	117	INE-1	3R	18215080	18215197	-	51	117	1	N	0
BOTH	FBti0062925	ISO1_1146_INE-1	204	INE-1	3R	18259217	18259421	+	9	182	1	N	0
BOTH	FBti0062937	ISO1_1147_INE-1	188	INE-1	3R	18295675	18295863	-	12	188	1	N	0
FLYBASE	FBti0062938	.	53	INE-1	3R	18321316	18321369	-	-1	0	0	-	0
BOTH	FBti0020381	ISO1_1148_hopper	1435	hopper	3R	18331839	18333274	-	0	1435	1	N	0
BOTH	FBti0062939	ISO1_1149_INE-1	37	INE-1	3R	18346692	18346729	-	102	37	1	N	0
BOTH	FBti0062941	ISO1_1150_INE-1	184	INE-1	3R	18377793	18377977	-	0	184	1	N	0
REPET	ISO1_1151_INE-1	.	125	INE-1	3R	18385453	18385578	+	-1	0	0	-	0
FLYBASE	FBti0063697	.	56	Doc3	3R	18465569	18465625	-	-1	0	0	-	0
REPET	ISO1_1152_INE-1	.	128	INE-1	3R	18531271	18531399	+	-1	0	0	-	0
BOTH	FBti0019398	ISO1_1153_F-element	4145	F-element	3R	18606587	18610732	-	0	4145	1	N	0
FLYBASE	FBti0062874	.	627	1360	3R	18722691	18723318	+	-1	0	0	-	0
REPET	ISO1_1154_Kepler	.	111	Kepler	3R	18801285	18801396	-	-1	0	0	-	0
REPET	ISO1_1155_gypsy4	.	131	gypsy4	3R	18835168	18835299	+	-1	0	0	-	0
BOTH	FBti0019399	ISO1_1156_S-element	380	S-element	3R	18917445	18917825	+	150	230	1	N	0
BOTH	FBti0062875	ISO1_1157_1360	221	1360	3R	18922054	18922275	+	22	221	1	N	0
FLYBASE	FBti0063753	.	49	Doc3	3R	19075478	19075527	+	-1	0	0	-	0
FLYBASE	FBti0063749	.	29	1360	3R	19106876	19106905	+	-1	0	0	-	0
BOTH	FBti0063714	ISO1_1158_INE-1	113	INE-1	3R	19114044	19114157	+	114	112	1	N	0
FLYBASE	FBti0063716	.	54	INE-1	3R	19118552	19118606	-	-1	0	0	-	0
FLYBASE	FBti0063747	.	97	H	3R	19128665	19128762	-	-1	0	0	-	0
BOTH	FBti0019400	ISO1_1159_Bari1	1739	Bari1	3R	19137125	19138864	+	2	1739	1	N	0
BOTH	FBti0019401	ISO1_1160_F-element	4239	F-element	3R	19193036	19197275	+	0	4239	1	N	0
REPET	ISO1_1161_BS4	.	104	BS4	3R	19334159	19334263	+	-1	0	0	-	0
FLYBASE	FBti0063766	.	43	INE-1	3R	19440345	19440388	+	-1	0	0	-	0
BOTH	FBti0019402	ISO1_1162_roo	9097	roo	3R	19441561	19450658	+	4	9097	1	N	0
REPET	ISO1_1163_INE-1	.	254	INE-1	3R	19606742	19606996	-	-1	0	0	-	0
FLYBASE	FBti0063783	.	96	1360	3R	19648851	19648947	+	-1	0	0	-	0
BOTH	FBti0019403	ISO1_1164_blood	7410	blood	3R	19705574	19712984	+	6	7410	1	N	0
FLYBASE	FBti0063768	.	56	INE-1	3R	19718770	19718826	-	-1	0	0	-	0
BOTH	FBti0019404	ISO1_1165_Rt1a	5174	Rt1a	3R	19744302	19749476	+	18	5152	2	N	1
REPET	ISO1_1166_Rt1b	.	115	Rt1b	3R	19749355	19749470	+	-1	0	0	-	0
FLYBASE	FBti0062877	.	139	FB4	3R	20001699	20001838	-	-1	0	0	-	0
BOTH	FBti0062876	ISO1_1167_H	551	H	3R	20098363	20098914	-	2	551	1	N	0
BOTH	FBti0063789	ISO1_1168_INE-1	93	INE-1	3R	20109390	20109483	-	15	93	1	N	0
BOTH	FBti0019405	ISO1_1169_Copia	5147	Copia	3R	20109593	20114740	-	2	5147	1	N	0
FLYBASE	FBti0063793	.	57	INE-1	3R	20117794	20117851	+	-1	0	0	-	0
FLYBASE	FBti0063795	.	44	INE-1	3R	20126035	20126079	-	-1	0	0	-	0
BOTH	FBti0019406	ISO1_1170_roo	9111	roo	3R	20156746	20165857	-	3	9111	1	N	0
BOTH	FBti0019407	ISO1_1171_F-element	3546	F-element	3R	20245335	20248881	-	0	3546	1	N	0
BOTH	FBti0019408	ISO1_1172_Burdock	6413	Burdock	3R	20266571	20272984	+	7	6413	1	N	0
FLYBASE	FBti0063829	.	33	jockey	3R	20305992	20306025	-	-1	0	0	-	0
BOTH	FBti0019409	ISO1_1173_roo	427	roo	3R	20331054	20331481	+	4	427	1	N	0
BOTH	FBti0063856	ISO1_1174_INE-1	66	INE-1	3R	20343359	20343425	+	219	66	1	N	0
BOTH	FBti0019410	ISO1_1175_BS	745	BS	3R	20506641	20507386	+	8	737	1	N	0
BOTH	FBti0019411	ISO1_1176_Nomad	2646	Nomad	3R	20513058	20515704	+	16	2646	1	N	0
FLYBASE	FBti0063883	.	61	INE-1	3R	20547512	20547573	-	-1	0	0	-	0
BOTH	FBti0064266	ISO1_1177_INE-1	439	INE-1	3R	20601970	20602409	+	10	429	1	N	0
FLYBASE	FBti0064267	.	71	INE-1	3R	20660052	20660123	-	-1	0	0	-	0
REPET	ISO1_1178_TART-C	.	108	TART-C	3R	20730343	20730451	-	-1	0	0	-	0
BOTH	FBti0064276	ISO1_1179_INE-1	112	INE-1	3R	20840410	20840522	+	27	112	1	N	0
BOTH	FBti0064286	ISO1_1180_Cr1a	321	Cr1a	3R	20845291	20845612	-	29	321	1	N	0
BOTH	FBti0019412	ISO1_1181_Doc	4719	Doc	3R	20854546	20859265	+	6	4719	1	N	0
BOTH	FBti0064282	ISO1_1182_INE-1	125	INE-1	3R	20872140	20872265	+	5	85	1	N	0
BOTH	FBti0064292	ISO1_1183_INE-1	109	INE-1	3R	20908210	20908319	-	167	109	1	N	0
REPET	ISO1_1184_BS	.	104	BS	3R	20974078	20974182	+	-1	0	0	-	0
REPET	ISO1_1185_Kepler	.	456	Kepler	3R	21017075	21017531	-	-1	0	0	-	0
BOTH	FBti0064294	ISO1_1186_INE-1	49	INE-1	3R	21017548	21017597	+	359	46	1	N	0
BOTH	FBti0019413	ISO1_1187_Tirant	8425	Tirant	3R	21141729	21150154	-	11	8425	1	N	0
REPET	ISO1_1188_ZAM	.	114	ZAM	3R	21169611	21169725	+	-1	0	0	-	0
BOTH	FBti0064303	ISO1_1189_INE-1	63	INE-1	3R	21255170	21255233	+	4118	63	1	N	0
BOTH	FBti0063825	ISO1_1190_INE-1	186	INE-1	3R	21295603	21295789	+	49	179	1	N	0
REPET	ISO1_1191_INE-1	.	135	INE-1	3R	21408679	21408814	+	-1	0	0	-	0
REPET	ISO1_1192_INE-1	.	186	INE-1	3R	21488434	21488620	-	-1	0	0	-	0
REPET	ISO1_1193_INE-1	.	147	INE-1	3R	21495862	21496009	+	-1	0	0	-	0
FLYBASE	FBti0059783	.	50	INE-1	3R	21560371	21560421	+	-1	0	0	-	0
BOTH	FBti0059759	ISO1_1194_FB4	2571	FB4	3R	21609064	21611635	+	1	2571	1	N	0
FLYBASE	FBti0020383	.	145	NOF	3R	21609899	21610044	-	-1	145	1	Y	0
REPET	ISO1_1195_INE-1	.	152	INE-1	3R	21659173	21659325	+	-1	0	0	-	0
BOTH	FBti0019414	ISO1_1196_mdg1	7334	mdg1	3R	21761177	21768511	-	0	7334	1	N	0
BOTH	FBti0019415	ISO1_1197_pogo	1263	pogo	3R	22234737	22236000	-	1	1263	1	N	0
BOTH	FBti0019416	ISO1_1198_roo	9001	roo	3R	22239547	22248548	-	0	9001	1	N	0
BOTH	FBti0059805	ISO1_1199_INE-1	70	INE-1	3R	22348307	22348377	-	176	70	1	N	0
BOTH	FBti0020385	ISO1_1200_FB4	2577	FB4	3R	22450601	22453178	+	2	2577	1	N	0
BOTH	FBti0059875	ISO1_1201_1360	268	1360	3R	22733082	22733350	+	1	268	1	N	0
BOTH	FBti0019417	ISO1_1202_Doc	3639	Doc	3R	22881256	22884895	+	0	3618	1	N	0
BOTH	FBti0059891	ISO1_1203_INE-1	61	INE-1	3R	23020865	23020926	-	60	61	1	N	0
BOTH	FBti0019418	ISO1_1204_1360	1101	1360	3R	23515588	23516689	-	2	1101	1	N	0
BOTH	FBti0019419	ISO1_1205_Bari1	1727	Bari1	3R	23558451	23560178	-	4	1727	1	N	0
BOTH	FBti0060305	ISO1_1206_INE-1	126	INE-1	3R	23593292	23593418	+	51	126	1	N	0
REPET	ISO1_1207_Doc3	.	107	Doc3	3R	23627298	23627405	-	-1	0	0	-	0
BOTH	FBti0019420	ISO1_1208_roo	427	roo	3R	23684752	23685179	+	0	427	1	N	0
REPET	ISO1_1209_LARD	.	402	LARD	3R	23707125	23707527	+	-1	0	0	-	0
BOTH	FBti0019421	ISO1_1210_roo	9092	roo	3R	23835459	23844551	+	21	9092	1	N	0
BOTH	FBti0019422	ISO1_1211_Nomad	7613	Nomad	3R	23851113	23858726	-	11	7613	1	N	0
BOTH	FBti0060310	ISO1_1212_INE-1	378	INE-1	3R	23891200	23891578	-	11	367	1	N	0
BOTH	FBti0019423	ISO1_1213_jockey	362	jockey	3R	24072158	24072520	-	17	345	1	N	0
BOTH	FBti0019424	ISO1_1214_H	1405	H	3R	24076971	24078376	-	4	1405	1	N	0
BOTH	FBti0060343	ISO1_1215_INE-1	66	INE-1	3R	24138573	24138639	-	158	66	1	N	0
BOTH	FBti0060344	ISO1_1216_INE-1	88	INE-1	3R	24185268	24185356	+	149	88	1	N	0
BOTH	FBti0019425	ISO1_1217_Blastopia	5018	Blastopia	3R	24207269	24212287	+	0	5018	1	N	0
FLYBASE	FBti0060346	.	65	INE-1	3R	24279390	24279455	-	-1	0	0	-	0
REPET	ISO1_1218_LARD	.	339	LARD	3R	24360327	24360666	+	-1	0	0	-	0
REPET	ISO1_1219_LARD	.	2123	LARD	3R	24415442	24417565	+	-1	0	0	-	0
REPET	ISO1_1220_LARD	.	904	LARD	3R	24458953	24459857	-	-1	0	0	-	0
REPET	ISO1_1221_Stalker2	.	113	Stalker2	3R	24461199	24461312	-	-1	0	0	-	0
BOTH	FBti0019426	ISO1_1222_BS	150	BS	3R	24493333	24493483	+	14	150	1	N	0
BOTH	FBti0060383	ISO1_1223_INE-1	155	INE-1	3R	24506144	24506299	-	43	152	1	N	0
REPET	ISO1_1224_LARD	.	444	LARD	3R	24580488	24580932	+	-1	0	0	-	0
BOTH	FBti0019427	ISO1_1225_pogo	184	pogo	3R	24594690	24594874	+	1	184	1	N	0
BOTH	FBti0019428	ISO1_1226_Doc	2310	Doc	3R	24730155	24732465	-	12	2310	1	N	0
BOTH	FBti0060417	ISO1_1227_INE-1	258	INE-1	3R	24826039	24826297	-	31	258	1	N	0
BOTH	FBti0019429	ISO1_1228_Doc	4724	Doc	3R	24927186	24931910	+	5	4723	1	N	0
REPET	ISO1_1229_LARD	.	665	LARD	3R	24964997	24965662	+	-1	0	0	-	0
BOTH	FBti0063885	ISO1_1230_jockey2	218	jockey2	3R	25087441	25087659	-	0	218	1	N	0
REPET	ISO1_1231_INE-1	.	103	INE-1	3R	25087933	25088036	+	-1	0	0	-	0
REPET	ISO1_1232_LARD	.	1853	LARD	3R	25142478	25144331	+	-1	0	0	-	0
BOTH	FBti0019430	ISO1_1233_Doc	4515	Doc	3R	25324412	25328927	-	11	4515	1	N	0
REPET	ISO1_1234_NewFam06	.	2005	NewFam06	3R	25398247	25400252	+	-1	0	0	-	0
FLYBASE	FBti0060426	.	46	INE-1	3R	25431610	25431656	+	-1	0	0	-	0
FLYBASE	FBti0060429	.	34	H	3R	25432245	25432279	+	-1	0	0	-	0
BOTH	FBti0060836	ISO1_1235_1360	149	1360	3R	25494696	25494845	-	62	45	1	N	0
BOTH	FBti0060834	ISO1_1236_S-element	493	S-element	3R	25495300	25495793	+	2	483	1	N	0
REPET	ISO1_1237_LARD	.	1661	LARD	3R	25609203	25610864	+	-1	0	0	-	0
BOTH	FBti0019431	ISO1_1238_roo	9101	roo	3R	25725884	25734985	-	1	9101	1	N	0
BOTH	FBti0019432	ISO1_1239_roo	9123	roo	3R	25832746	25841869	+	0	9123	1	N	0
BOTH	FBti0019433	ISO1_1240_Tirant	8526	Tirant	3R	26108880	26117406	+	9	8526	1	N	0
FLYBASE	FBti0060858	.	61	INE-1	3R	26151435	26151496	+	-1	0	0	-	0
BOTH	FBti0019434	ISO1_1241_297	5880	297	3R	26215830	26221710	-	6	5880	1	N	0
BOTH	FBti0019435	ISO1_1242_roo	9101	roo	3R	26376380	26385481	-	3	9101	1	N	0
BOTH	FBti0019436	ISO1_1243_roo	9002	roo	3R	26510557	26519559	+	1	9002	1	N	0
BOTH	FBti0020386	ISO1_1244_Stalker	7254	Stalker	3R	26558383	26565637	+	0	7254	1	N	0
BOTH	FBti0019437	ISO1_1245_jockey	322	jockey	3R	26642784	26643106	+	17	305	1	N	0
REPET	ISO1_1246_LARD	.	297	LARD	3R	26685201	26685498	-	-1	0	0	-	0
BOTH	FBti0019438	ISO1_1247_roo	427	roo	3R	26810608	26811035	-	5	427	1	N	0
REPET	ISO1_1248_LARD	.	256	LARD	3R	26992804	26993060	-	-1	0	0	-	0
BOTH	FBti0019439	ISO1_1249_roo	9076	roo	3R	27007460	27016536	+	3	9076	1	N	0
REPET	ISO1_1250_LARD	.	172	LARD	3R	27046391	27046563	-	-1	0	0	-	0
BOTH	FBti0019440	ISO1_1251_412	7552	412	3R	27140570	27148122	+	0	7552	1	N	0
REPET	ISO1_1252_LARD	.	150	LARD	3R	27181924	27182074	+	-1	0	0	-	0
BOTH	FBti0019441	ISO1_1253_Tirant	8525	Tirant	3R	27342848	27351373	-	10	8525	1	N	0
BOTH	FBti0059762	ISO1_1254_roo|ISO1_1256_roo|ISO1_1255_roo	9150	roo	3R	27521213	27530363	+	NA	NA	3	N	3
BOTH	FBti0020388	ISO1_1255_roo	5746	roo	3R	27523575	27529321	-	0	5746	1	N	0
BOTH	FBti0060979	ISO1_1257_H	79	H	3R	27609938	27610017	-	51	79	1	N	0
BOTH	FBti0019442	ISO1_1258_I-element	5370	I-element	3R	27725626	27730996	+	6	5370	1	N	0
REPET	ISO1_1259_LARD	.	1088	LARD	3R	27776680	27777768	+	-1	0	0	-	0
BOTH	FBti0019443	ISO1_1260_Rt1b	3074	Rt1b	3R	27791698	27794772	+	0	3074	1	N	0
BOTH	FBti0020390	ISO1_1261_hopper	1424	hopper	3R	27856815	27858239	-	0	1424	1	N	0
BOTH	FBti0019444	ISO1_1262_Transpac	5247	Transpac	3R	27863009	27868256	-	6	5247	1	N	0
BOTH	FBti0019445	ISO1_1263_297	6997	297	3R	27875755	27882752	+	5	6997	1	N	0
REPET	ISO1_1264_LARD	.	269	LARD	3R	28039410	28039679	-	-1	0	0	-	0
BOTH	FBti0019446	ISO1_1265_I-element	5370	I-element	3R	28068558	28073928	-	6	5370	1	N	0
FLYBASE	FBti0061005	.	24	gypsy12	3R	28105429	28105453	-	-1	0	0	-	0
REPET	ISO1_1266_LARD	.	322	LARD	3R	28121466	28121788	-	-1	0	0	-	0
BOTH	FBti0019447	ISO1_1267_mdg1	7372	mdg1	3R	28173725	28181097	+	0	7372	1	N	0
REPET	ISO1_1268_LARD	.	304	LARD	3R	28189095	28189399	-	-1	0	0	-	0
BOTH	FBti0019448	ISO1_1269_jockey	2433	jockey	3R	28253395	28255828	+	13	2420	1	N	0
BOTH	FBti0019449	ISO1_1270_jockey	354	jockey	3R	28302180	28302534	-	11	343	1	N	0
BOTH	FBti0061018	ISO1_1271_jockey	80	jockey	3R	28600077	28600157	-	36	80	1	N	0
BOTH	FBti0019450	ISO1_1272_roo	5558	roo	3R	28758341	28763899	+	0	5558	1	N	0
BOTH	FBti0020391	ISO1_1273_Stalker4	7385	Stalker4	3R	28763943	28771328	-	1	7385	1	N	0
BOTH	FBti0019451	ISO1_1274_jockey	5014	jockey	3R	28792926	28797940	+	16	4998	1	N	0
REPET	ISO1_1275_roo	.	214	roo	3R	28930625	28930839	+	-1	0	0	-	0
BOTH	FBti0019452	ISO1_1276_S-element	441	S-element	3R	29025449	29025890	+	11	441	1	N	0
BOTH	FBti0020392	ISO1_1277_FB4	1309	FB4	3R	29079439	29080748	+	2	1309	1	N	0
REPET	ISO1_1278_LARD	.	1843	LARD	3R	29184949	29186792	-	-1	0	0	-	0
BOTH	FBti0019453	ISO1_1279_jockey	247	jockey	3R	29319885	29320132	+	5	247	1	N	0
REPET	ISO1_1280_LARD	.	304	LARD	3R	29320399	29320703	+	-1	0	0	-	0
BOTH	FBti0019454	ISO1_1281_jockey	1197	jockey	3R	29406674	29407871	+	3	1194	1	N	0
REPET	ISO1_1282_LARD	.	304	LARD	3R	29644338	29644642	+	-1	0	0	-	0
BOTH	FBti0019455	ISO1_1283_jockey	2356	jockey	3R	29653114	29655470	-	22	2334	1	N	0
REPET	ISO1_1284_LARD	.	293	LARD	3R	29663510	29663803	+	-1	0	0	-	0
REPET	ISO1_1285_LARD	.	376	LARD	3R	29715674	29716050	+	-1	0	0	-	0
BOTH	FBti0019456	ISO1_1286_H	1405	H	3R	29738323	29739728	-	8	1405	1	N	0
BOTH	FBti0019457	ISO1_1287_pogo	1145	pogo	3R	29760415	29761560	+	1	1145	1	N	0
FLYBASE	FBti0061547	.	54	Copia2	3R	29810471	29810525	-	-1	0	0	-	0
BOTH	FBti0019458	ISO1_1288_roo	9098	roo	3R	29882075	29891173	+	2	9098	1	N	0
REPET	ISO1_1289_LARD	.	2701	LARD	3R	29970240	29972941	+	-1	0	0	-	0
FLYBASE	FBti0061553	.	57	INE-1	3R	30076282	30076339	+	-1	0	0	-	0
BOTH	FBti0019459	ISO1_1290_H	1405	H	3R	30084908	30086313	+	4	1405	1	N	0
REPET	ISO1_1291_LARD	.	455	LARD	3R	30150862	30151317	-	-1	0	0	-	0
BOTH	FBti0019460	ISO1_1292_1360	1103	1360	3R	30238819	30239922	+	3	1103	1	N	0
BOTH	FBti0019461	ISO1_1293_roo	7533	roo	3R	30317381	30324914	+	0	7533	1	N	0
BOTH	FBti0019462	ISO1_1294_412	7567	412	3R	30375594	30383161	+	8	7567	1	N	0
REPET	ISO1_1295_LARD	.	262	LARD	3R	30385187	30385449	-	-1	0	0	-	0
BOTH	FBti0019463	ISO1_1296_roo	8207	roo	3R	30396273	30404480	+	4	8207	1	N	0
BOTH	FBti0061578	ISO1_1297_baggins	171	baggins	3R	30422742	30422913	-	165	171	1	N	0
BOTH	FBti0019464	ISO1_1298_jockey	2396	jockey	3R	30480543	30482939	-	13	2383	1	N	0
FLYBASE	FBti0061577	.	45	gypsy	3R	30533855	30533900	+	-1	0	0	-	0
REPET	ISO1_1299_LARD	.	412	LARD	3R	30543671	30544083	-	-1	0	0	-	0
REPET	ISO1_1300_LARD	.	304	LARD	3R	30630053	30630357	-	-1	0	0	-	0
BOTH	FBti0019465	ISO1_1301_blood	7411	blood	3R	30679574	30686985	+	5	7411	1	N	0
BOTH	FBti0020393	ISO1_1302_1360	1504	1360	3R	30818868	30820372	+	3	1504	1	N	0
REPET	ISO1_1303_LARD	.	258	LARD	3R	30947052	30947310	+	-1	0	0	-	0
BOTH	FBti0061580	ISO1_1304_INE-1	116	INE-1	3R	31045753	31045869	+	43	115	1	N	0
BOTH	FBti0019466	ISO1_1305_gypsy1	7542	gypsy1	3R	31074284	31081826	-	5	7542	1	N	0
REPET	ISO1_1306_LARD	.	180	LARD	3R	31144864	31145044	+	-1	0	0	-	0
BOTH	FBti0019467	ISO1_1307_diver	6132	diver	3R	31279431	31285563	+	0	6132	1	N	0
BOTH	FBti0019468	ISO1_1308_Copia	5143	Copia	3R	31330491	31335634	+	0	5143	1	N	0
BOTH	FBti0019469	ISO1_1309_Copia	5141	Copia	3R	31413145	31418286	-	3	5141	1	N	0
BOTH	FBti0059765	ISO1_1310_Ivk|ISO1_1312_Ivk	10103	Ivk	X	1357835	1367938	-	NA	NA	3	Y	2
BOTH	FBti0019534	ISO1_1311_Doc	4721	Doc	X	1359245	1363966	+	0	4720	1	N	0
REPET	ISO1_1313_LARD	.	276	LARD	X	1466203	1466479	-	-1	0	0	-	0
BOTH	FBti0019536	ISO1_1314_1360	262	1360	X	1514190	1514452	+	68	194	1	N	0
REPET	ISO1_1315_jockey	.	5004	jockey	X	1518163	1523167	+	-1	0	0	-	0
REPET	ISO1_1316_jockey	.	250	jockey	X	1523184	1523434	-	-1	0	0	-	0
REPET	ISO1_1317_Doc3	.	108	Doc3	X	1529913	1530021	-	-1	0	0	-	0
REPET	ISO1_1318_LARD	.	1331	LARD	X	1539520	1540851	-	-1	0	0	-	0
REPET	ISO1_1319_NewFam06	.	1769	NewFam06	X	1554736	1556505	+	-1	0	0	-	0
BOTH	FBti0019537	ISO1_1320_I-element	1726	I-element	X	1567717	1569443	-	2	1722	1	N	0
BOTH	FBti0019538	ISO1_1321_gtwin	7410	gtwin	X	1628029	1635439	-	12	7410	1	N	0
REPET	ISO1_1322_ZAM	.	149	ZAM	X	1642893	1643042	+	-1	0	0	-	0
REPET	ISO1_1323_I-element	.	182	I-element	X	1679617	1679799	-	-1	0	0	-	0
REPET	ISO1_1324_LARD	.	1546	LARD	X	1703281	1704827	+	-1	0	0	-	0
BOTH	FBti0019539	ISO1_1325_roo	9106	roo	X	1737166	1746272	-	0	9106	1	N	0
REPET	ISO1_1326_LARD	.	887	LARD	X	1811917	1812804	+	-1	0	0	-	0
REPET	ISO1_1327_INE-1	.	115	INE-1	X	1818635	1818750	-	-1	0	0	-	0
BOTH	FBti0063525	ISO1_1328_INE-1	254	INE-1	X	1818754	1819008	-	20	254	1	N	0
BOTH	FBti0063527	ISO1_1329_INE-1	321	INE-1	X	1820632	1820953	+	16	305	1	N	0
FLYBASE	FBti0063529	.	41	INE-1	X	1827211	1827252	+	-1	0	0	-	0
